id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
676,พิจิตร,วัดเขื่อนนครเขต,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.4042,100.3032
677,พิจิตร,วัดประทม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.406,100.2957
678,พิจิตร,วัดวังกลม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,บ้านบุ่ง,16.4014,100.3924
679,พิจิตร,อาคารสถานีรถไฟพิจิตร,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพิจิตร,ในเมือง,16.4478,100.347
680,พิจิตร,อาคารเรือนแถวไม้,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพิจิตร,บ้านบุ่ง,16.3988,100.389
681,พิจิตร,บ้านหลวงประเทืองคดี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพิจิตร,บ้านบุ่ง,16.3965,100.389
682,พิจิตร,ศาลเจ้าพ่อวังกรด,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,บ้านบุ่ง,16.3983,100.3877
683,พิจิตร,วัดนครชุม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.4241,100.2915
684,พิจิตร,เกาะศรีมาลา,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคเหนือ,เมืองพิจิตร,เมืองเก่า,16.4079,100.2914
688,พิจิตร,วัดเขารูปช้าง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,หัวดง,16.3269,100.4008
689,พิจิตร,วัดท่าหลวง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,ในเมือง,16.437,100.3568
690,พิจิตร,บึงสีไฟ,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพิจิตร,ในเมือง,16.423,100.361
691,พิจิตร,สถานีรถไฟพิจิตร,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคเหนือ,เมืองพิจิตร,ในเมือง,16.4478,100.3465
692,พิจิตร,วัดราชช้างขวัญ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,ปากทาง,16.4646,100.3363
693,พิจิตร,วัดท่าฬ่อ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองพิจิตร,ท่าฬ่อ,16.5173,100.329
694,พิจิตร,วัดเทวประสาท,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ตะพานหิน,ห้วยเกตุ,16.2185,100.4236
695,พิจิตร,วัดดงตะขบ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ตะพานหิน,ดงตะขบ,16.1367,100.4854
696,พิจิตร,วัดมงคลทัพคล้อ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,ทับคล้อ,ทับคล้อ,16.1645,100.5804
697,พิจิตร,วัดเวฬุวาศรีประสิทธิ์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,บางมูลนาก,บางไผ่,16.1248,100.4033
698,พิจิตร,วัดห้วยเขน,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,บางมูลนาก,ห้วยเขน,16.0262,100.4772
699,พิจิตร,วัดท่าช้าง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,บางมูลนาก,เนินมะกอก,16.0134,100.3753
700,พิจิตร,นครไชยบวร,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคเหนือ,โพทะเล,บ้านน้อย,16.0144,100.2938
701,พิจิตร,วัดหิรัญญาราม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,โพทะเล,บางคลาน,16.0148,100.2746
702,พิจิตร,วัดท้ายน้ำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,โพทะเล,ท้ายน้ำ,16.1346,100.2361
703,พิจิตร,วัดบางลายเหนือ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,บึงนาราง,บางลาย,16.1959,100.248
704,แพร่,วัดหลวง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคเหนือ,เมืองแพร่,ในเมือง,18.145,100.137
